PID,IPC,IC_Hit_%,DC_Hit_%,L2_Hit_%,L3_Hit_%,L2_Hits_from_DC_Miss,L2_Hits_from_IC_Miss,Demand_Read_Bandwidth_Bytes_per_Cycle,Write_Bandwidth_Bytes_per_Cycle
27432,2.118722215340573,100.0,99.81125066040268,90.47619047619048,66.6620013063009,197602964,0,0.005966601061609113,0.0034081060586696656
